,Date,StoreID,RegionID,SalesPredicted,SalesReal
66,2018-01-20,1001,0,3743.1484375,3569
67,2018-01-22,1001,0,3109.681640625,2620
68,2018-01-23,1001,0,3010.56103515625,2512
69,2018-01-24,1001,0,2784.727294921875,2921
70,2018-01-25,1001,0,2808.250732421875,2973
71,2018-01-26,1001,0,2880.982666015625,3144
72,2018-01-27,1001,0,3468.5048828125,3562
73,2018-01-29,1001,0,4359.23681640625,4947
74,2018-01-30,1001,0,3578.060791015625,3138
75,2018-01-31,1001,0,3992.419677734375,3553
76,2018-02-01,1001,0,3892.123046875,4036
77,2018-02-02,1001,0,3894.15576171875,4825
78,2018-02-03,1001,0,3781.608154296875,3996
79,2018-02-05,1001,0,4038.7822265625,4949
80,2018-02-06,1001,0,3413.167724609375,3978
81,2018-02-07,1001,0,3358.18408203125,3400
82,2018-02-08,1001,0,3532.9521484375,3611
83,2018-02-09,1001,0,3330.668212890625,4295
84,2018-02-10,1001,0,3586.636962890625,3640
85,2018-02-12,1001,0,3371.261962890625,2757
86,2018-02-13,1001,0,2889.51220703125,2574
87,2018-02-14,1001,0,3064.38037109375,2685
88,2018-02-15,1001,0,3406.072021484375,3116
89,2018-02-16,1001,0,3055.426513671875,4150
90,2018-02-17,1001,0,3564.753662109375,3169
91,2018-02-19,1001,0,4265.9677734375,5213
92,2018-02-20,1001,0,3864.325439453125,3341
93,2018-02-21,1001,0,3853.376220703125,3868
94,2018-02-22,1001,0,3875.5927734375,4087
95,2018-02-23,1001,0,3657.439697265625,4748
96,2018-02-24,1001,0,3637.6748046875,3300
97,2018-02-26,1001,0,2955.576171875,2657
98,2018-02-27,1001,0,3077.681884765625,2747
99,2018-02-28,1001,0,3264.5673828125,3281
100,2018-01-01,1002,3,4788.4228515625,5892
101,2018-01-02,1002,3,4157.75244140625,5753
102,2018-01-03,1002,3,4227.83984375,2498
103,2018-01-05,1002,3,4459.884765625,5054
104,2018-01-06,1002,3,4333.32177734375,4517
105,2018-01-08,1002,3,6246.33056640625,6224
106,2018-01-09,1002,3,4956.29736328125,5619
107,2018-01-10,1002,3,5053.72998046875,4932
108,2018-01-11,1002,3,4709.86279296875,4172
109,2018-01-12,1002,3,4286.4912109375,4309
110,2018-01-13,1002,3,4332.8486328125,4311
111,2018-01-15,1002,3,5798.59814453125,5533
112,2018-01-16,1002,3,4492.658203125,5814
113,2018-01-17,1002,3,4821.20068359375,4982
114,2018-01-18,1002,3,4730.1728515625,4350
115,2018-01-19,1002,3,4589.583984375,4967
116,2018-01-20,1002,3,4286.65673828125,3972
117,2018-01-22,1002,3,4666.57568359375,4390
118,2018-01-23,1002,3,3888.872314453125,3619
119,2018-01-24,1002,3,4182.91455078125,4043
120,2018-01-25,1002,3,3960.65771484375,3791
121,2018-01-26,1002,3,4418.8056640625,3725
122,2018-01-27,1002,3,4212.99609375,3858
123,2018-01-29,1002,3,6456.69775390625,5542
124,2018-01-30,1002,3,4832.9619140625,5095
125,2018-01-31,1002,3,4733.216796875,5033
126,2018-02-01,1002,3,4902.6728515625,4888
127,2018-02-02,1002,3,4946.16845703125,5757
128,2018-02-03,1002,3,4756.244140625,4912
129,2018-02-05,1002,3,5682.44140625,7140
130,2018-02-06,1002,3,4695.736328125,5257
131,2018-02-07,1002,3,4863.4013671875,4951
132,2018-02-08,1002,3,5349.33984375,5183
133,2018-02-09,1002,3,4823.3955078125,4844
134,2018-02-10,1002,3,4601.572265625,3635
135,2018-02-12,1002,3,4671.49365234375,4953
136,2018-02-13,1002,3,3961.219970703125,4215
137,2018-02-14,1002,3,3893.834716796875,3845
138,2018-02-15,1002,3,4122.29052734375,4442
139,2018-02-16,1002,3,4202.42431640625,4413
140,2018-02-17,1002,3,4363.443359375,4372
141,2018-02-19,1002,3,6537.7216796875,6071
142,2018-02-20,1002,3,5301.86474609375,5327
143,2018-02-21,1002,3,5265.43212890625,4872
144,2018-02-22,1002,3,5403.5498046875,5259
145,2018-02-23,1002,3,5236.21484375,4458
146,2018-02-24,1002,3,3960.697265625,4057
147,2018-02-26,1002,3,4239.50244140625,4276
148,2018-02-27,1002,3,4082.655517578125,4274
149,2018-02-28,1002,3,3980.609619140625,4137
150,2018-01-01,1003,7,5488.00390625,5431
151,2018-01-02,1003,7,4295.53564453125,6887
152,2018-01-03,1003,7,4610.86865234375,3164
153,2018-01-05,1003,7,5487.50830078125,5313
154,2018-01-06,1003,7,4902.9853515625,4914
155,2018-01-08,1003,7,7879.3349609375,8013
156,2018-01-09,1003,7,5734.36181640625,6346
157,2018-01-10,1003,7,5992.9130859375,5864
158,2018-01-11,1003,7,6243.31103515625,5500
159,2018-01-12,1003,7,5641.685546875,6007
160,2018-01-13,1003,7,5319.5908203125,4900
161,2018-01-15,1003,7,8474.828125,7326
162,2018-01-16,1003,7,5966.07373046875,5571
163,2018-01-17,1003,7,5975.53076171875,5294
164,2018-01-18,1003,7,5829.935546875,5425
165,2018-01-19,1003,7,5888.232421875,6382
166,2018-01-20,1003,7,5127.70556640625,5861
167,2018-01-22,1003,7,4838.37451171875,3841
168,2018-01-23,1003,7,4133.85205078125,3414
169,2018-01-24,1003,7,4229.86865234375,3861
170,2018-01-25,1003,7,4471.51025390625,3900
171,2018-01-26,1003,7,4601.37841796875,4567
172,2018-01-27,1003,7,4740.4130859375,4654
173,2018-01-29,1003,7,7548.04345703125,5820
174,2018-01-30,1003,7,6123.40576171875,5518
175,2018-01-31,1003,7,5879.75927734375,6154
176,2018-02-01,1003,7,5866.794921875,5099
177,2018-02-02,1003,7,6533.25,6988
178,2018-02-03,1003,7,5479.388671875,6095
179,2018-02-05,1003,7,8054.09375,8020
180,2018-02-06,1003,7,5706.1396484375,6192
181,2018-02-07,1003,7,6251.51708984375,6028
182,2018-02-08,1003,7,6223.98388671875,5017
183,2018-02-09,1003,7,6070.39111328125,6669
184,2018-02-10,1003,7,5380.4091796875,6002
185,2018-02-12,1003,7,5925.58349609375,4208
186,2018-02-13,1003,7,4303.90380859375,3527
187,2018-02-14,1003,7,4307.35009765625,3916
188,2018-02-15,1003,7,4378.0244140625,4029
189,2018-02-16,1003,7,4351.7705078125,5633
190,2018-02-17,1003,7,5223.37548828125,5738
191,2018-02-19,1003,7,7554.2265625,7629
192,2018-02-20,1003,7,5741.32373046875,6078
193,2018-02-21,1003,7,5793.8193359375,6133
194,2018-02-22,1003,7,5794.12255859375,5743
195,2018-02-23,1003,7,6226.0380859375,6346
196,2018-02-24,1003,7,4915.5966796875,5315
197,2018-02-26,1003,7,4530.384765625,3533
198,2018-02-27,1003,7,4629.7998046875,4225
199,2018-02-28,1003,7,4286.6044921875,3970
200,2018-01-05,1004,2,4393.642578125,3597
201,2018-01-06,1004,2,3861.87255859375,3653
202,2018-01-08,1004,2,4707.412109375,6278
203,2018-01-10,1004,2,4596.70654296875,5318
204,2018-01-11,1004,2,4211.04150390625,4861
205,2018-01-12,1004,2,4252.44482421875,4368
206,2018-01-13,1004,2,3880.38525390625,4114
207,2018-01-15,1004,2,4391.669921875,5410
208,2018-01-16,1004,2,3957.094482421875,4392
209,2018-01-17,1004,2,4027.098388671875,3510
210,2018-01-18,1004,2,3963.029541015625,3867
211,2018-01-19,1004,2,4076.12255859375,4019
212,2018-01-20,1004,2,3773.54248046875,3487
213,2018-01-22,1004,2,3838.650146484375,4050
214,2018-01-23,1004,2,3631.1328125,3383
215,2018-01-24,1004,2,3503.90087890625,3243
216,2018-01-25,1004,2,3496.720458984375,3258
217,2018-01-26,1004,2,3640.168701171875,3223
218,2018-01-27,1004,2,3778.00048828125,4115
219,2018-01-29,1004,2,4533.904296875,5094
220,2018-01-30,1004,2,4083.615966796875,2973
221,2018-01-31,1004,2,3986.00732421875,4728
222,2018-02-01,1004,2,3788.653076171875,4365
223,2018-02-02,1004,2,3800.9111328125,3746
224,2018-02-03,1004,2,3368.198974609375,3785
225,2018-02-05,1004,2,4649.19384765625,3754
226,2018-02-06,1004,2,4293.7041015625,4354
227,2018-02-07,1004,2,3805.769775390625,4303
228,2018-02-08,1004,2,4122.14453125,3622
229,2018-02-09,1004,2,3996.02685546875,4559
230,2018-02-10,1004,2,3696.003662109375,4107
231,2018-02-12,1004,2,4054.5419921875,3841
232,2018-02-13,1004,2,3530.11328125,3449
233,2018-02-14,1004,2,3454.3212890625,3635
234,2018-02-15,1004,2,3344.44140625,3723
235,2018-02-16,1004,2,3233.1572265625,3789
236,2018-02-17,1004,2,3665.1376953125,4336
237,2018-02-19,1004,2,4622.99072265625,4635
238,2018-02-20,1004,2,4114.0146484375,3275
239,2018-02-21,1004,2,3937.799072265625,3936
240,2018-02-22,1004,2,4078.966064453125,2959
241,2018-02-23,1004,2,4043.93017578125,3744
242,2018-02-24,1004,2,3740.736083984375,3730
243,2018-02-26,1004,2,4105.033203125,4105
244,2018-02-27,1004,2,3414.0146484375,3307
245,2018-02-28,1004,2,3618.538330078125,3512
246,2018-01-01,1005,9,4709.4501953125,4797
247,2018-01-02,1005,9,3946.394775390625,6075
248,2018-01-03,1005,9,4057.674560546875,3221
249,2018-01-05,1005,9,4616.26708984375,4923
250,2018-01-06,1005,9,3104.506591796875,2867
251,2018-01-08,1005,9,7079.18408203125,8043
252,2018-01-09,1005,9,5575.94091796875,6964
253,2018-01-10,1005,9,6144.81640625,5484
254,2018-01-11,1005,9,5580.18212890625,3888
255,2018-01-12,1005,9,5568.38623046875,5341
256,2018-01-13,1005,9,3336.972900390625,2904
257,2018-01-15,1005,9,7318.27490234375,6976
258,2018-01-16,1005,9,5269.15869140625,5677
259,2018-01-17,1005,9,5475.533203125,6037
260,2018-01-18,1005,9,5488.94970703125,4779
261,2018-01-19,1005,9,5753.32177734375,5357
262,2018-01-20,1005,9,3274.239990234375,2759
263,2018-01-22,1005,9,4317.9873046875,4199
264,2018-01-23,1005,9,4607.9931640625,3877
265,2018-01-24,1005,9,4150.9111328125,3825
266,2018-01-25,1005,9,4495.23974609375,4174
267,2018-01-26,1005,9,4384.05078125,4044
268,2018-01-27,1005,9,2777.9423828125,2002
269,2018-01-29,1005,9,6948.54150390625,6234
270,2018-01-30,1005,9,5622.9931640625,5995
271,2018-01-31,1005,9,5536.294921875,5998
272,2018-02-01,1005,9,6041.7958984375,5201
273,2018-02-02,1005,9,6074.53173828125,6624
274,2018-02-03,1005,9,3290.522705078125,3008
275,2018-02-05,1005,9,7293.37939453125,7103
276,2018-02-06,1005,9,5659.9755859375,5902
277,2018-02-07,1005,9,6032.13623046875,5382
278,2018-02-08,1005,9,5673.4716796875,4992
279,2018-02-09,1005,9,6071.28466796875,5521
280,2018-02-10,1005,9,3341.671142578125,3396
281,2018-02-12,1005,9,4623.8466796875,4355
282,2018-02-13,1005,9,4052.43896484375,4889
283,2018-02-14,1005,9,3993.041748046875,4963
284,2018-02-15,1005,9,4121.658203125,3396
285,2018-02-16,1005,9,4066.1572265625,4111
286,2018-02-17,1005,9,2982.037841796875,3099
287,2018-02-19,1005,9,7025.03271484375,4881
288,2018-02-20,1005,9,5889.107421875,6880
289,2018-02-21,1005,9,6019.69873046875,6189
290,2018-02-22,1005,9,6478.14306640625,5394
291,2018-02-23,1005,9,5197.01318359375,4729
292,2018-02-24,1005,9,3213.61474609375,2861
293,2018-02-26,1005,9,3936.9150390625,4154
294,2018-02-27,1005,9,3730.824951171875,4255
295,2018-02-28,1005,9,3715.41796875,3947
296,2018-01-01,1006,10,5733.86181640625,9056
297,2018-01-02,1006,10,5835.6123046875,8587
298,2018-01-03,1006,10,6736.62890625,2648
299,2018-01-05,1006,10,6911.64453125,6982
300,2018-01-06,1006,10,5247.955078125,4920
301,2018-01-08,1006,10,8769.8369140625,9063
302,2018-01-09,1006,10,7426.62353515625,7831
303,2018-01-10,1006,10,7194.552734375,6554
304,2018-01-11,1006,10,7364.37060546875,6884
305,2018-01-12,1006,10,6112.6494140625,4171
306,2018-01-13,1006,10,5116.8115234375,3757
307,2018-01-15,1006,10,8701.904296875,6866
308,2018-01-16,1006,10,7338.15185546875,6866
309,2018-01-17,1006,10,6328.96435546875,5921
310,2018-01-18,1006,10,6951.73779296875,6345
311,2018-01-19,1006,10,7313.46240234375,6849
312,2018-01-20,1006,10,5545.5625,5047
313,2018-01-22,1006,10,6244.75,5208
314,2018-01-23,1006,10,6149.42626953125,5035
315,2018-01-24,1006,10,5974.1669921875,4995
316,2018-01-25,1006,10,6439.82763671875,6123
317,2018-01-26,1006,10,6219.85986328125,4552
318,2018-01-27,1006,10,5501.92138671875,3923
319,2018-01-29,1006,10,8605.173828125,6325
320,2018-01-30,1006,10,7387.93701171875,7397
321,2018-01-31,1006,10,6904.67724609375,5846
322,2018-02-01,1006,10,6806.81201171875,5264
323,2018-02-02,1006,10,7252.9716796875,7284
324,2018-02-03,1006,10,5600.4501953125,6051
325,2018-02-05,1006,10,8046.39794921875,8743
326,2018-02-06,1006,10,7489.056640625,7561
327,2018-02-07,1006,10,7222.4892578125,6637
328,2018-02-08,1006,10,7438.6416015625,7522
329,2018-02-09,1006,10,7328.10888671875,6118
330,2018-02-10,1006,10,5425.38671875,5100
331,2018-02-12,1006,10,6489.068359375,5124
332,2018-02-13,1006,10,5944.46728515625,5320
333,2018-02-14,1006,10,6150.1650390625,4891
334,2018-02-15,1006,10,5836.9267578125,6247
335,2018-02-16,1006,10,5638.09375,5565
336,2018-02-17,1006,10,6137.62060546875,5248
337,2018-02-19,1006,10,8575.2431640625,6894
338,2018-02-20,1006,10,7494.63232421875,6359
339,2018-02-21,1006,10,6722.3515625,5513
340,2018-02-22,1006,10,6973.81591796875,7468
341,2018-02-23,1006,10,7161.783203125,5334
342,2018-02-24,1006,10,4980.76513671875,4379
343,2018-02-26,1006,10,5544.4150390625,5074
344,2018-02-27,1006,10,5352.7685546875,5148
345,2018-02-28,1006,10,5697.357421875,4917
346,2018-01-01,1007,10,4500.671875,4528
347,2018-01-02,1007,10,3899.1103515625,5276
348,2018-01-03,1007,10,4404.2275390625,2575
349,2018-01-05,1007,10,4505.29296875,4136
350,2018-01-06,1007,10,3937.147216796875,3505
351,2018-01-08,1007,10,5145.06591796875,4909
352,2018-01-09,1007,10,4657.5244140625,4734
353,2018-01-10,1007,10,4450.1455078125,4181
354,2018-01-11,1007,10,4379.8330078125,4113
355,2018-01-12,1007,10,4286.27685546875,3650
356,2018-01-13,1007,10,4081.43310546875,2706
357,2018-01-15,1007,10,5213.1123046875,4676
358,2018-01-16,1007,10,4318.44677734375,4244
359,2018-01-17,1007,10,4284.30029296875,3512
360,2018-01-18,1007,10,4240.6123046875,3721
361,2018-01-19,1007,10,4251.50732421875,4823
362,2018-01-20,1007,10,3917.466064453125,3483
363,2018-01-22,1007,10,3975.71875,3552
364,2018-01-23,1007,10,4103.20556640625,3040
365,2018-01-24,1007,10,4037.474609375,3117
366,2018-01-25,1007,10,3716.65771484375,3489
367,2018-01-26,1007,10,3953.91552734375,3556
368,2018-01-27,1007,10,3841.0205078125,2837
369,2018-01-29,1007,10,5038.8671875,4459
370,2018-01-30,1007,10,4342.6376953125,3917
371,2018-01-31,1007,10,4335.2314453125,3393
372,2018-02-01,1007,10,4250.17724609375,3251
373,2018-02-02,1007,10,4390.52734375,4909
374,2018-02-03,1007,10,3976.529541015625,4424
375,2018-02-05,1007,10,4671.30224609375,5105
376,2018-02-06,1007,10,4199.25830078125,4144
377,2018-02-07,1007,10,4624.41748046875,3921
378,2018-02-08,1007,10,4518.4677734375,4359
379,2018-02-09,1007,10,4569.57080078125,4469
380,2018-02-10,1007,10,3995.155517578125,3815
381,2018-02-12,1007,10,4311.150390625,3281
382,2018-02-13,1007,10,3794.944580078125,3169
383,2018-02-14,1007,10,3936.551025390625,3133
384,2018-02-15,1007,10,4173.02978515625,3933
385,2018-02-16,1007,10,4049.981201171875,4163
386,2018-02-17,1007,10,3868.499755859375,3438
387,2018-02-19,1007,10,5145.4130859375,4707
388,2018-02-20,1007,10,4470.89892578125,4092
389,2018-02-21,1007,10,4058.599609375,3646
390,2018-02-22,1007,10,4682.3447265625,4274
391,2018-02-23,1007,10,4448.4697265625,4206
392,2018-02-24,1007,10,3772.269287109375,3767
393,2018-02-26,1007,10,3250.33056640625,3428
394,2018-02-27,1007,10,3487.0,2779
395,2018-02-28,1007,10,3821.349365234375,3168
396,2018-01-01,1008,9,4971.798828125,5755
397,2018-01-02,1008,9,4680.24609375,6589
398,2018-01-03,1008,9,4969.77978515625,3040
399,2018-01-05,1008,9,4845.9326171875,3869
400,2018-01-06,1008,9,4620.58984375,4417
401,2018-01-08,1008,9,7635.6064453125,6816
402,2018-01-09,1008,9,5846.33544921875,5310
403,2018-01-10,1008,9,6009.6318359375,4897
404,2018-01-11,1008,9,5647.52490234375,4190
405,2018-01-12,1008,9,5275.27734375,6028
406,2018-01-13,1008,9,4704.50048828125,4191
407,2018-01-15,1008,9,7559.5634765625,6818
408,2018-01-16,1008,9,5724.67529296875,4987
409,2018-01-17,1008,9,5881.06787109375,5067
410,2018-01-18,1008,9,5764.4658203125,4594
411,2018-01-19,1008,9,6156.5234375,5678
412,2018-01-20,1008,9,4431.89501953125,4482
413,2018-01-22,1008,9,5315.4189453125,3833
414,2018-01-23,1008,9,4182.78515625,3080
415,2018-01-24,1008,9,4647.76025390625,3531
416,2018-01-25,1008,9,4410.93212890625,3344
417,2018-01-26,1008,9,4889.8681640625,3720
418,2018-01-27,1008,9,4565.95166015625,3719
419,2018-01-29,1008,9,7661.52099609375,5875
420,2018-01-30,1008,9,5898.1748046875,5541
421,2018-01-31,1008,9,5538.85400390625,4772
422,2018-02-01,1008,9,6387.9443359375,5106
423,2018-02-02,1008,9,6226.93896484375,5454
424,2018-02-03,1008,9,4713.1328125,4785
425,2018-02-05,1008,9,8282.25,7716
426,2018-02-06,1008,9,5952.80517578125,4952
427,2018-02-07,1008,9,5421.431640625,4841
428,2018-02-08,1008,9,5597.76220703125,4931
429,2018-02-09,1008,9,6135.0859375,5547
430,2018-02-10,1008,9,4753.81005859375,4277
431,2018-02-12,1008,9,5143.88134765625,3992
432,2018-02-13,1008,9,4613.59326171875,3213
433,2018-02-14,1008,9,4491.69287109375,3471
434,2018-02-15,1008,9,4254.28759765625,3622
435,2018-02-16,1008,9,4214.80029296875,4257
436,2018-02-17,1008,9,4598.68603515625,4605
437,2018-02-19,1008,9,7218.36083984375,7190
438,2018-02-20,1008,9,5914.79150390625,5082
439,2018-02-21,1008,9,5732.5703125,4553
440,2018-02-22,1008,9,6264.3349609375,4161
441,2018-02-23,1008,9,5844.8076171875,4910
442,2018-02-24,1008,9,4758.2509765625,4379
443,2018-02-26,1008,9,4871.521484375,3589
444,2018-02-27,1008,9,4423.7587890625,3345
445,2018-02-28,1008,9,3985.485107421875,3782
446,2018-01-01,1009,0,5140.74462890625,6026
447,2018-01-02,1009,0,4718.53515625,6023
448,2018-01-03,1009,0,4236.18603515625,2638
449,2018-01-05,1009,0,5276.50341796875,3944
450,2018-01-06,1009,0,2528.704833984375,1809
451,2018-01-08,1009,0,8543.0,8405
452,2018-01-09,1009,0,7045.515625,7352
453,2018-01-10,1009,0,6891.2763671875,6312
454,2018-01-11,1009,0,7068.0146484375,5981
455,2018-01-12,1009,0,6181.36572265625,5639
456,2018-01-13,1009,0,2517.192138671875,2559
457,2018-01-15,1009,0,9148.3955078125,6385
458,2018-01-16,1009,0,6317.861328125,6985
459,2018-01-17,1009,0,6549.939453125,6882
460,2018-01-18,1009,0,7203.248046875,5739
461,2018-01-19,1009,0,6347.93212890625,5890
462,2018-01-20,1009,0,2437.782958984375,2386
463,2018-01-22,1009,0,4981.44140625,4054
464,2018-01-23,1009,0,4795.3349609375,3937
465,2018-01-24,1009,0,4461.33447265625,4506
466,2018-01-25,1009,0,4239.84814453125,4014
467,2018-01-26,1009,0,4330.130859375,3934
468,2018-01-27,1009,0,2368.78662109375,2646
469,2018-01-29,1009,0,8790.7080078125,7927
470,2018-01-30,1009,0,6352.33251953125,6283
471,2018-01-31,1009,0,6581.85009765625,6120
472,2018-02-01,1009,0,6502.64990234375,5960
473,2018-02-02,1009,0,6966.7861328125,6241
474,2018-02-03,1009,0,2509.34619140625,2229
475,2018-02-05,1009,0,8810.177734375,9610
476,2018-02-06,1009,0,6644.13330078125,6481
477,2018-02-07,1009,0,6184.0751953125,5918
478,2018-02-08,1009,0,6708.67822265625,5687
479,2018-02-09,1009,0,6548.04443359375,5758
480,2018-02-10,1009,0,2460.82958984375,2325
481,2018-02-12,1009,0,4708.65771484375,3960
482,2018-02-13,1009,0,4526.01416015625,4251
483,2018-02-14,1009,0,4505.04150390625,4353
484,2018-02-15,1009,0,4529.4892578125,3972
485,2018-02-16,1009,0,4371.80517578125,4520
486,2018-02-17,1009,0,2344.4521484375,2320
487,2018-02-19,1009,0,9296.498046875,8623
488,2018-02-20,1009,0,6991.326171875,6218
489,2018-02-21,1009,0,7114.953125,5970
490,2018-02-22,1009,0,6848.10302734375,5195
491,2018-02-23,1009,0,6864.1318359375,5178
492,2018-02-24,1009,0,2232.6025390625,2126
493,2018-02-26,1009,0,4761.037109375,3940
494,2018-02-27,1009,0,4255.9619140625,4054
495,2018-02-28,1009,0,4587.6513671875,4404
496,2018-01-01,1010,9,5987.38916015625,6484
497,2018-01-02,1010,9,5484.7412109375,7691
498,2018-01-03,1010,9,5516.896484375,3833
499,2018-01-05,1010,9,5460.1376953125,6504
500,2018-01-06,1010,9,3507.068115234375,3204
501,2018-01-08,1010,9,8778.748046875,8812
502,2018-01-09,1010,9,7022.81787109375,8387
503,2018-01-10,1010,9,6782.734375,6515
504,2018-01-11,1010,9,6450.85791015625,4217
505,2018-01-12,1010,9,6007.66015625,5932
506,2018-01-13,1010,9,3408.91455078125,3206
507,2018-01-15,1010,9,8205.9052734375,7289
508,2018-01-16,1010,9,6533.26953125,5921
509,2018-01-17,1010,9,6577.97802734375,6019
510,2018-01-18,1010,9,6581.33642578125,4838
511,2018-01-19,1010,9,6867.6875,7942
512,2018-01-20,1010,9,3640.939453125,3685
513,2018-01-22,1010,9,6079.75,5540
514,2018-01-23,1010,9,5019.82373046875,5239
515,2018-01-24,1010,9,5361.7236328125,4639
516,2018-01-25,1010,9,5167.82080078125,4552
517,2018-01-26,1010,9,5634.46875,5390
518,2018-01-27,1010,9,3236.052978515625,2309
519,2018-01-29,1010,9,7934.61865234375,7466
520,2018-01-30,1010,9,6727.81787109375,6986
521,2018-01-31,1010,9,6377.390625,5010
522,2018-02-01,1010,9,6721.50244140625,5633
523,2018-02-02,1010,9,6434.95263671875,8592
524,2018-02-03,1010,9,3242.61083984375,4286
525,2018-02-05,1010,9,8063.29931640625,8943
526,2018-02-06,1010,9,6455.7626953125,7874
527,2018-02-07,1010,9,6860.49365234375,6275
528,2018-02-08,1010,9,6691.76953125,6107
529,2018-02-09,1010,9,6952.73681640625,6857
530,2018-02-10,1010,9,3584.368896484375,3945
531,2018-02-12,1010,9,5777.01953125,4989
532,2018-02-13,1010,9,5247.87939453125,4949
533,2018-02-14,1010,9,5373.63232421875,5099
534,2018-02-15,1010,9,4762.92822265625,5031
535,2018-02-16,1010,9,4377.3798828125,6340
536,2018-02-17,1010,9,3204.773681640625,3833
537,2018-02-19,1010,9,8187.81396484375,5421
538,2018-02-20,1010,9,6726.6640625,7005
539,2018-02-21,1010,9,6511.6171875,6600
540,2018-02-22,1010,9,7007.86572265625,6164
541,2018-02-23,1010,9,6550.8271484375,5991
542,2018-02-24,1010,9,3291.211669921875,3333
543,2018-02-26,1010,9,4601.54052734375,4519
544,2018-02-27,1010,9,4620.99560546875,4946
545,2018-02-28,1010,9,4562.95068359375,4696
546,2018-01-01,1011,9,2314.312744140625,3029
547,2018-01-02,1011,9,2539.8349609375,3031
548,2018-01-03,1011,9,2480.2216796875,2154
549,2018-01-05,1011,9,2498.365478515625,2745
550,2018-01-06,1011,9,1536.7535400390625,1388
551,2018-01-08,1011,9,4232.775390625,4168
552,2018-01-09,1011,9,3240.25634765625,3760
553,2018-01-10,1011,9,3435.668212890625,2789
554,2018-01-11,1011,9,2952.304931640625,2498
555,2018-01-12,1011,9,3038.9501953125,3160
556,2018-01-13,1011,9,1619.560791015625,1386
557,2018-01-15,1011,9,3942.646728515625,3803
558,2018-01-16,1011,9,3102.83349609375,2907
559,2018-01-17,1011,9,3301.840576171875,2931
560,2018-01-18,1011,9,3007.38525390625,2523
561,2018-01-19,1011,9,3380.237548828125,3118
562,2018-01-20,1011,9,1485.5076904296875,1443
