index,Date,StoreID,RegionID,SalesPredicted,SalesReal
4150,2018-01-20,1005,9,5156.644037217729,2759.0
4152,2018-01-22,1005,9,5943.341057150279,4199.0
4153,2018-01-23,1005,9,4952.277230426129,3877.0
4154,2018-01-24,1005,9,5206.986421734198,3825.0
4155,2018-01-25,1005,9,5250.822043041508,4174.0
4156,2018-01-26,1005,9,5356.867410502982,4044.0
4157,2018-01-27,1005,9,4889.50340491858,2002.0
4159,2018-01-29,1005,9,7099.017121499009,6234.0
4160,2018-01-30,1005,9,6609.831820537687,5995.0
4161,2018-01-31,1005,9,6228.985450660422,5998.0
4162,2018-02-01,1005,9,4936.516149299559,5201.0
4163,2018-02-02,1005,9,4979.134663461349,6624.0
4164,2018-02-03,1005,9,3576.4526554657987,3008.0
4166,2018-02-05,1005,9,5917.482059114403,7103.0
4167,2018-02-06,1005,9,5207.732481199671,5902.0
4168,2018-02-07,1005,9,5280.436577892597,5382.0
4169,2018-02-08,1005,9,5382.581145097167,4992.0
4170,2018-02-09,1005,9,5734.808811694413,5521.0
4171,2018-02-10,1005,9,4124.524296875733,3396.0
4173,2018-02-12,1005,9,4712.129962896685,4355.0
4174,2018-02-13,1005,9,3996.451694841907,4889.0
4175,2018-02-14,1005,9,3917.081781189251,4963.0
4176,2018-02-15,1005,9,3933.24295867858,3396.0
4177,2018-02-16,1005,9,3828.1604677090927,4111.0
4178,2018-02-17,1005,9,3720.3442059258678,3099.0
4180,2018-02-19,1005,9,6272.975113493844,4881.0
4181,2018-02-20,1005,9,5330.3710448267575,6880.0
4182,2018-02-21,1005,9,5498.680580562412,6189.0
4183,2018-02-22,1005,9,5434.420016403374,5394.0
4184,2018-02-23,1005,9,5080.289242617497,4729.0
4185,2018-02-24,1005,9,3760.819771315028,2861.0
4187,2018-02-26,1005,9,4067.546656751789,4154.0
4188,2018-02-27,1005,9,3722.3749510700804,4255.0
4189,2018-02-28,1005,9,3784.7069305855025,3947.0
4860,2018-01-01,1006,10,7394.0098859091695,9056.0
4861,2018-01-02,1006,10,6539.034238305767,8587.0
4862,2018-01-03,1006,10,7161.457747864371,2648.0
4864,2018-01-05,1006,10,7067.752075016331,6982.0
4865,2018-01-06,1006,10,6432.666358122734,4920.0
4867,2018-01-08,1006,10,8989.724594202024,9063.0
4868,2018-01-09,1006,10,8205.54923454173,7831.0
4869,2018-01-10,1006,10,8117.525635460537,6554.0
4870,2018-01-11,1006,10,7885.985725176194,6884.0
4871,2018-01-12,1006,10,7821.0276382002385,4171.0
4872,2018-01-13,1006,10,6130.7746249270185,3757.0
4874,2018-01-15,1006,10,8686.666639977528,6866.0
4875,2018-01-16,1006,10,7686.915403307981,6866.0
4876,2018-01-17,1006,10,7803.106925275541,5921.0
4877,2018-01-18,1006,10,7659.672459464114,6345.0
4878,2018-01-19,1006,10,8013.910960162073,6849.0
4879,2018-01-20,1006,10,6678.858994201918,5047.0
4881,2018-01-22,1006,10,7302.953200471515,5208.0
4882,2018-01-23,1006,10,6492.209354990437,5035.0
4883,2018-01-24,1006,10,6746.198608123421,4995.0
4884,2018-01-25,1006,10,6709.1690101339,6123.0
4885,2018-01-26,1006,10,6863.360315832784,4552.0
4886,2018-01-27,1006,10,6553.408274157991,3923.0
4888,2018-01-29,1006,10,8665.15242273277,6325.0
4889,2018-01-30,1006,10,8131.723156310333,7397.0
4890,2018-01-31,1006,10,7705.121006577031,5846.0
4891,2018-02-01,1006,10,6590.9816297581965,5264.0
4892,2018-02-02,1006,10,6589.345065595939,7284.0
4893,2018-02-03,1006,10,5354.640586031734,6051.0
4895,2018-02-05,1006,10,7484.936109746878,8743.0
4896,2018-02-06,1006,10,6791.4098331675705,7561.0
4897,2018-02-07,1006,10,6919.91673166608,6637.0
4898,2018-02-08,1006,10,6871.07223921476,7522.0
4899,2018-02-09,1006,10,7225.588112572499,6118.0
4900,2018-02-10,1006,10,5453.151023427137,5100.0
4902,2018-02-12,1006,10,6193.184465049051,5124.0
4903,2018-02-13,1006,10,5453.0656278465185,5320.0
4904,2018-02-14,1006,10,5384.540225563202,4891.0
4905,2018-02-15,1006,10,5556.296285139597,6247.0
4906,2018-02-16,1006,10,5506.987911902306,5565.0
4907,2018-02-17,1006,10,5349.5332314173575,5248.0
4909,2018-02-19,1006,10,7808.620835339003,6894.0
4910,2018-02-20,1006,10,6962.869571054066,6359.0
4911,2018-02-21,1006,10,7007.80850917753,5513.0
4912,2018-02-22,1006,10,6918.293101011823,7468.0
4913,2018-02-23,1006,10,6738.285929091053,5334.0
4914,2018-02-24,1006,10,5220.65924355096,4379.0
4916,2018-02-26,1006,10,5867.280766988081,5074.0
4917,2018-02-27,1006,10,5260.1894304564485,5148.0
4918,2018-02-28,1006,10,5347.717909233714,4917.0
5589,2018-01-01,1007,10,4893.423323017347,4528.0
5590,2018-01-02,1007,10,4038.4476754139446,5276.0
5591,2018-01-03,1007,10,4660.871184972549,2575.0
5593,2018-01-05,1007,10,4567.165512124509,4136.0
5594,2018-01-06,1007,10,3932.0797952309113,3505.0
5596,2018-01-08,1007,10,6489.138031310202,4909.0
5597,2018-01-09,1007,10,5704.962671649908,4734.0
5598,2018-01-10,1007,10,5616.939072568714,4181.0
5599,2018-01-11,1007,10,5385.399162284372,4113.0
5600,2018-01-12,1007,10,5320.441075308416,3650.0
5601,2018-01-13,1007,10,3630.188062035196,2706.0
5603,2018-01-15,1007,10,6186.080077085704,4676.0
5604,2018-01-16,1007,10,5186.3288404161585,4244.0
5605,2018-01-17,1007,10,5302.520362383719,3512.0
5606,2018-01-18,1007,10,5159.085896572292,3721.0
5607,2018-01-19,1007,10,5513.324397270251,4823.0
5608,2018-01-20,1007,10,4178.272431310095,3483.0
5610,2018-01-22,1007,10,4802.366637579693,3552.0
5611,2018-01-23,1007,10,3991.6227920986144,3040.0
5612,2018-01-24,1007,10,4245.612045231598,3117.0
5613,2018-01-25,1007,10,4208.582447242078,3489.0
5614,2018-01-26,1007,10,4362.7737529409615,3556.0
5615,2018-01-27,1007,10,4052.8217112661687,2837.0
5617,2018-01-29,1007,10,6164.565859840948,4459.0
5618,2018-01-30,1007,10,5631.1365934185105,3917.0
5619,2018-01-31,1007,10,5204.534443685208,3393.0
5620,2018-02-01,1007,10,4090.395066866374,3251.0
5621,2018-02-02,1007,10,4088.7585027041164,4909.0
5622,2018-02-03,1007,10,2854.0540231399104,4424.0
5624,2018-02-05,1007,10,4984.349546855055,5105.0
5625,2018-02-06,1007,10,4290.823270275749,4144.0
5626,2018-02-07,1007,10,4419.330168774258,3921.0
5627,2018-02-08,1007,10,4370.485676322938,4359.0
5628,2018-02-09,1007,10,4725.001549680677,4469.0
5629,2018-02-10,1007,10,2952.5644605353154,3815.0
5631,2018-02-12,1007,10,3692.5979021572284,3281.0
5632,2018-02-13,1007,10,2952.4790649546962,3169.0
5633,2018-02-14,1007,10,2883.95366267138,3133.0
5634,2018-02-15,1007,10,3055.7097222477746,3933.0
5635,2018-02-16,1007,10,3006.4013490104844,4163.0
5636,2018-02-17,1007,10,2848.9466685255356,3438.0
5638,2018-02-19,1007,10,5308.034272447181,4707.0
5639,2018-02-20,1007,10,4462.283008162244,4092.0
5640,2018-02-21,1007,10,4507.221946285708,3646.0
5641,2018-02-22,1007,10,4417.706538120001,4274.0
5642,2018-02-23,1007,10,4237.699366199231,4206.0
5643,2018-02-24,1007,10,2720.0726806591374,3767.0
5645,2018-02-26,1007,10,3366.6942040962585,3428.0
5646,2018-02-27,1007,10,2759.6028675646257,2779.0
5647,2018-02-28,1007,10,2847.1313463418915,3168.0
6318,2018-01-01,1008,9,6674.128935127073,5755.0
6319,2018-01-02,1008,9,5858.389072489164,6589.0
6320,2018-01-03,1008,9,6526.827040124193,3040.0
6322,2018-01-05,1008,9,6588.394687858556,3869.0
6323,2018-01-06,1008,9,5675.919385459036,4417.0
6325,2018-01-08,1008,9,8250.083289475131,6816.0
6326,2018-01-09,1008,9,7443.704094763872,5310.0
6327,2018-01-10,1008,9,7387.568883117705,4897.0
6328,2018-01-11,1008,9,6731.0711744598175,4190.0
6329,2018-01-12,1008,9,6995.244801332388,6028.0
6330,2018-01-13,1008,9,5544.058035190261,4191.0
6332,2018-01-15,1008,9,8009.777889370097,6818.0
6333,2018-01-16,1008,9,7040.386083206828,4987.0
6334,2018-01-17,1008,9,7356.831894172883,5067.0
6335,2018-01-18,1008,9,6932.818184357925,4594.0
6336,2018-01-19,1008,9,7236.171302266864,5678.0
6337,2018-01-20,1008,9,5934.845870684015,4482.0
6339,2018-01-22,1008,9,6721.542890616564,3833.0
6340,2018-01-23,1008,9,5730.479063892415,3080.0
6341,2018-01-24,1008,9,5985.188255200484,3531.0
6342,2018-01-25,1008,9,6029.023876507792,3344.0
6343,2018-01-26,1008,9,6135.0692439692675,3720.0
6344,2018-01-27,1008,9,5667.705238384866,3719.0
6346,2018-01-29,1008,9,7877.218954965294,5875.0
6347,2018-01-30,1008,9,7388.0336540039725,5541.0
6348,2018-01-31,1008,9,7007.187284126708,4772.0
6349,2018-02-01,1008,9,5714.717982765846,5106.0
6350,2018-02-02,1008,9,5757.336496927634,5454.0
6351,2018-02-03,1008,9,4354.654488932085,4785.0
6353,2018-02-05,1008,9,6695.683892580688,7716.0
6354,2018-02-06,1008,9,5985.934314665957,4952.0
6355,2018-02-07,1008,9,6058.638411358883,4841.0
6356,2018-02-08,1008,9,6160.782978563453,4931.0
6357,2018-02-09,1008,9,6513.010645160698,5547.0
6358,2018-02-10,1008,9,4902.726130342018,4277.0
6360,2018-02-12,1008,9,5490.331796362971,3992.0
6361,2018-02-13,1008,9,4774.653528308192,3213.0
6362,2018-02-14,1008,9,4695.283614655536,3471.0
6363,2018-02-15,1008,9,4711.444792144866,3622.0
6364,2018-02-16,1008,9,4606.362301175379,4257.0
6365,2018-02-17,1008,9,4498.546039392153,4605.0
6367,2018-02-19,1008,9,7051.1769469601295,7190.0
6368,2018-02-20,1008,9,6108.572878293043,5082.0
6369,2018-02-21,1008,9,6276.882414028698,4553.0
6370,2018-02-22,1008,9,6212.621849869659,4161.0
6371,2018-02-23,1008,9,5858.491076083783,4910.0
6372,2018-02-24,1008,9,4539.021604781314,4379.0
6374,2018-02-26,1008,9,4845.748490218075,3589.0
6375,2018-02-27,1008,9,4500.576784536366,3345.0
6376,2018-02-28,1008,9,4562.908764051788,3782.0
7047,2018-01-01,1009,0,6454.17386428912,6026.0
7048,2018-01-02,1009,0,5729.896254342793,6023.0
7049,2018-01-03,1009,0,6089.701051153621,2638.0
7051,2018-01-05,1009,0,6292.632655690713,3944.0
7052,2018-01-06,1009,0,5534.16132940252,1809.0
7054,2018-01-08,1009,0,7858.353969540824,8405.0
7055,2018-01-09,1009,0,7018.910678058407,7352.0
7056,2018-01-10,1009,0,6970.5830098655215,6312.0
7057,2018-01-11,1009,0,6919.6567288162005,5981.0
7058,2018-01-12,1009,0,6893.319121551714,5639.0
7059,2018-01-13,1009,0,5231.486867330303,2559.0
7061,2018-01-15,1009,0,7851.774354562688,6385.0
7062,2018-01-16,1009,0,6909.147780799731,6985.0
7063,2018-01-17,1009,0,6997.334306156156,6882.0
7064,2018-01-18,1009,0,6892.351623574947,5739.0
7065,2018-01-19,1009,0,7020.748992701355,5890.0
7066,2018-01-20,1009,0,5564.507064286005,2386.0
7068,2018-01-22,1009,0,6398.520497812935,4054.0
7069,2018-01-23,1009,0,5461.67376799267,3937.0
7070,2018-01-24,1009,0,5541.881567309047,4506.0
7071,2018-01-25,1009,0,5445.134447307049,4014.0
7072,2018-01-26,1009,0,5557.5798187697565,3934.0
7073,2018-01-27,1009,0,5743.804936447483,2646.0
7075,2018-01-29,1009,0,7662.852382451257,7927.0
7076,2018-01-30,1009,0,6886.859035942247,6283.0
7077,2018-01-31,1009,0,6961.929564759064,6120.0
7078,2018-02-01,1009,0,5624.099474773422,5960.0
7079,2018-02-02,1009,0,5528.898088460814,6241.0
7080,2018-02-03,1009,0,4147.078868003506,2229.0
7082,2018-02-05,1009,0,6473.460355241666,9610.0
7083,2018-02-06,1009,0,5754.025511552297,6481.0
7084,2018-02-07,1009,0,5866.728744749718,5918.0
7085,2018-02-08,1009,0,5908.848079460942,5687.0
7086,2018-02-09,1009,0,6016.739387582202,5758.0
7087,2018-02-10,1009,0,4586.940515428952,2325.0
7089,2018-02-12,1009,0,5014.742778462114,3960.0
7090,2018-02-13,1009,0,4471.724070903588,4251.0
7091,2018-02-14,1009,0,4531.506589959194,4353.0
7092,2018-02-15,1009,0,4534.8809918263505,3972.0
7093,2018-02-16,1009,0,4413.967113356661,4520.0
7094,2018-02-17,1009,0,4515.5987033373485,2320.0
7096,2018-02-19,1009,0,6702.3273344278505,8623.0
7097,2018-02-20,1009,0,5848.387816274152,6218.0
7098,2018-02-21,1009,0,6048.44990496453,5970.0
7099,2018-02-22,1009,0,5848.563961043268,5195.0
7100,2018-02-23,1009,0,5694.907019042983,5178.0
7101,2018-02-24,1009,0,4229.031381485351,2126.0
7103,2018-02-26,1009,0,4914.184162753263,3940.0
7104,2018-02-27,1009,0,4270.531855825444,4054.0
7105,2018-02-28,1009,0,4398.674057365306,4404.0
